,N,valid,fs8_fixed,fs8,e_fs8,sigv,e_sigv,sigu,e_sigu
0,1000,True,True,1.0,0.1,302.9038809300484,12.010711746101265,16.581546479426734,5.347083356595328
1,1000,True,False,0.9680518849269328,0.128445234042752,302.39473229771966,12.96672993085437,15.208572051825232,7.619739063530555
2,2000,True,True,1.0,0.1,289.7387403436424,6.534873739086464,19.89051757973889,3.486638852885317
3,2000,True,False,0.8726941042822566,0.07815858247294627,286.44387554746135,7.8362219906831,13.738583305702145,5.043127602776169
4,3000,True,True,1.0,0.1,295.2616886477696,4.557461577447299,22.87451475529273,2.477228482726945
5,3000,True,False,0.9429513088739204,0.07659079506964611,295.0473453402645,4.605598836287442,20.99711264686929,3.4853327524802324
6,4000,True,True,1.0,0.1,298.88569908381004,4.00365585374837,19.59074129748738,1.9627982759298952
7,4000,True,False,0.9932564150866576,0.06440657174691883,298.86421686903793,4.014355792925585,19.40927411272852,2.48586204634093
8,5000,True,True,1.0,0.1,296.084969167348,3.515251235006275,19.40065881605418,1.7192086932087918
9,5000,True,False,1.0208609468832754,0.07614943689170578,296.1334087474809,3.511457698899733,19.98677192407517,2.7288840980443716
10,6000,True,True,1.0,0.1,300.6034969874375,3.246081017928418,18.84296549304567,1.6359625347586526
11,6000,True,False,0.9751329426724522,0.06588208041030014,300.44601121956134,3.268825183405852,18.072493139891563,2.4383852605348917
12,7000,True,True,1.0,0.1,299.2476498850522,2.8652478737818683,20.152482607405997,1.3883706819679542
13,7000,True,False,1.0468864291185196,0.07267737547564912,299.2594015883866,2.843116016469736,21.330292839818355,2.192828394356809
14,8000,True,True,1.0,0.1,301.65059572056265,2.64011777365792,21.181025327682335,1.3081251811589851
15,8000,True,False,1.0605792329782693,0.07303921365205601,301.6020282861638,2.6223320336387133,22.645423561369803,2.103159652469328
16,9000,True,True,1.0,0.1,299.65334346918985,2.4700552808692464,20.44699942264329,1.2029928600312338
17,9000,True,False,1.0593879244528164,0.06899320158743272,299.62951398222526,2.4545330243397245,21.867264805087604,1.9161664980977484
